0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
-0.10431555790354095,-0.026013525712913693,0.028868255536558,-0.005250369561704086,-0.013001115916702593,-0.005448967096193391,-0.019208803611730215,0.006459888764140606,-0.02366839821459858,-0.003746221016011251,0.009355682204323281,-0.006986382093509024,-0.001892435630696136,-0.00019465608146627367,-0.002877742653854583,0.007771628582803958,-0.009356548308916409,-0.012078791394951827,0.007284509017180994,-0.006422795698963572,-0.006241664218221812,0.007366980107625668,-0.00038767857157354573,0.013292083361561855,-0.001014192833528292,0.015126891003585287,-0.002783085174963459,-0.004473312768104064,0.0027610797113637115,0.0034947676272681903,0.0018616024362414908,0.003846774642626767,-0.008936249363929349,-0.0017565732794737733,-0.004917738242239543
-0.24881351833968748,0.050737954216864334,-0.01390128386872914,-0.0033919589261280927,0.0019924910183323962,0.014696498985861034,-0.0007122354310604858,-0.002263113816243974,0.0006326886312840437,0.0025863410535138607,-0.0032997913893256965,0.0017788203764518486,-0.0023388898876585966,-0.000974565000447177,-0.003869389642569301,0.005289231627108676,-0.0024692444758828923,-0.0032482734606311446,0.0029921001858023936,-0.0001236254398610863,0.005797309584760067,0.0007712991281059337,0.0054510270197321315,4.200224191291148e-05,0.00024984047904420023,-0.003402373636062478,-0.0014501673493312274,-0.002628837297545921,-0.0009870032435197564,-0.0009197531101883678,6.544351053701057e-05,0.00028729825268792995,-0.00262883070628107,0.000541778068982598,0.0008353289455756399
0.3493307320061538,0.07122733406481743,0.02486158337203846,0.007479945506088887,-0.030624254191298165,-0.0010000453212938114,0.03206540101166159,0.0032085055998889852,-0.0005711949438237114,-0.006039042187434968,0.012964323542137633,-0.005617493772853331,-0.004134612252751514,-0.02544418468153567,0.0047594296005890645,0.0036275642076103124,-0.0030320482300132336,0.012525162607342552,0.020836964461174032,0.0035537300350555177,-0.0017336171897306394,-0.00865687360688457,-0.006266175437930741,0.0024657316727294447,0.012278217724439246,0.010715705688531706,-0.007394850044772122,-0.013567425765980173,0.010902373063544548,0.0034902373691300995,-0.010660546277690489,0.0067837061239796334,-0.003513353485440918,-0.0005402825208550542,-9.20269127772355e-05
0.4165018768193906,0.08320227816574308,-0.017859880184495566,-0.06503956117829476,0.025955617730522632,-0.010601109965770912,0.003923382172375567,0.028531263556306443,0.0009396108118531918,0.018961926135188927,0.006958034078171351,0.005188130749815913,0.01798547545039332,-0.0037643325333380283,-0.007109919997267067,0.006683185655843366,-0.0016588567983774538,-0.001920916445703963,-0.010278592703233783,-0.014483164845486,0.0005727539304556905,0.0009296252817929525,0.004319153584085145,-0.004299028331695192,-0.006358603303975116,0.0037374047763068037,-0.0017645482057738959,0.019625032345203904,-0.0005745943109349613,-0.007856167999460466,-0.006340990568131311,0.0037276963894190608,-0.0037978575648496275,-0.012603874727288814,0.006769013795082621
0.21954029102792083,-0.015053338688148002,0.016149909617997223,-0.014539081208212028,-0.004085151276729801,0.002321398435711875,-0.008636738153600517,0.008484493395701644,-0.014698132944396099,0.026215156307160262,-0.035793604484663746,0.0005456147707449364,0.01192972903337768,-0.012095197523283327,0.022619564294079426,-0.004056363456464074,0.006218374026317338,-0.0066966909331934,-0.005255634900968505,0.0002893199796625529,-0.014268060178172965,-0.0004887114831431107,0.008166102947400807,0.004743871764962886,-0.0018165853006427521,-0.0029193990372978454,0.006482334457670083,-0.007224522713791878,-0.0036149362626386383,-0.005552821247316785,-0.0067674108841719646,0.00492387640192053,0.003867850137022381,0.0022927546984246212,0.004553274246723739
-0.23601632020471677,0.01922952165828073,-0.001310744604965725,-0.011820422057718317,-0.002101226683877397,-0.010750892145773381,0.005998520818074195,0.008400208949767892,0.006362588892129754,0.003537092426871807,-0.006290660671565732,-0.007774864487128707,-0.0005400215037735851,-0.0042653810648818,-0.0030155017234041507,-0.004767035882220447,0.01015848245965954,-0.0017888807486289126,0.004529101997835514,-0.005217857442928058,-0.003809642631412304,-0.006395469464740879,-0.0032559142648523965,-0.005111579265899456,-0.0012275846938780701,-0.0009173215914700749,0.001020155343047558,-0.0020715715456660518,-0.005346679946869999,-0.0030420030256469326,-0.00020997436119660887,-0.006779760274184375,9.709982276209072e-05,-0.002956787004643795,-0.0022782181023972637
-0.26027175071152225,0.050039806279724715,-0.02368502527058284,-0.008494416296181185,0.0013179234998242119,0.006721371646998798,0.005081406935982292,-0.0035646604201719535,-0.006070319503446141,-0.00037335394147197296,0.0018947665338912812,0.00025153933996349573,-0.002306836063227001,9.99427997692458e-06,-0.0027751318758489018,-0.004180008386852514,-0.001118681091849904,-0.004970700751731466,-0.00018791836084890317,-0.0012303297530935225,0.007381191646394889,0.005024886678615287,0.004863476706733161,-0.0005257932029491583,0.0010139343233430405,0.0020976151356166587,-0.0013044181953449179,-0.004616571674089834,-0.0006350456808288604,0.0032626787450316845,-0.0006689491994396412,-0.004191027271598584,-0.002786318327849458,0.000671014763386392,0.0007785260012361939
0.3030739026524046,0.06290481856402648,0.05109083448580583,0.014547680498736889,-0.03914251600470168,0.027137760134675823,0.02304006193797041,0.005771026088682551,-0.011812298188737634,-0.00962773828126964,-0.01259626404610082,-0.010035685904619469,-0.030743363404947446,0.02527177935514518,0.0016213344311467237,0.001604096134695208,0.0005906852124831007,-0.009232641259456801,0.009957328472644666,-0.0019234061840816832,-0.017114601858717507,-0.002472600508956461,-0.002750848361523223,0.010569216484725207,-0.003494795165103167,-0.0036503267567080428,0.0023766056969514986,0.013682243564925645,-0.0040933104753168,-0.0030610701967932197,-0.009258875742899115,1.568371022636325e-05,0.0024147421759255303,-0.005773105787047104,0.00968029149143956
0.07953472546458322,-0.059241177823072734,0.0035681503005168215,-0.01142401914151248,-0.009046984781861006,-0.004359790197134983,0.0005984487879045866,0.010388208506309308,-0.014934911483707652,0.009413806522871297,-0.0020602594955914134,-0.0054468988922222895,0.020231585960035745,-0.024243029257406547,0.013954035366460943,-0.007709803285327376,0.008636144001422102,-0.00015419645244857592,-0.015458165747457694,-0.006965592047897172,-0.0012266104201472316,0.009215854010915639,0.0015277376303100664,0.01287543076945188,0.004911830420600346,0.004667426234282302,-0.001928858816631603,-0.004777876298348091,-0.009533624668228295,-0.0001978073940657134,-0.003331209853791575,-0.00026672572783261426,0.0023254032412402367,0.007849200721051176,-0.014580388481638855
0.2855152436927569,0.036650037264522456,0.021866984144590654,-0.012345998500286419,-0.008326508227927068,0.013058895512133746,-0.027904392323518785,0.0023172651595828085,-0.0006599118975068958,-0.007323169969564721,-0.03607076551042401,0.002721103905768046,0.018406721534606797,0.009725120687177567,0.008699071251650854,0.015297826982652132,-0.0037067346757454172,0.0037292734040800996,-0.005255241192411031,0.005835188923164096,-0.02533915574341911,-0.0060467342967815306,0.01123773238428628,0.01738752492368782,-0.002555423903271678,0.000253834106882991,0.006709441050013172,0.002664555964707348,0.002633133230018223,0.0028257185294943473,-0.004108338405062947,-0.006161428362216263,-0.001563387387282132,0.0030215042888150413,-0.0036326846328297007
