0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
0.75948393,3.5886347,2.3301558,2.2056234,1.3144641,0.9155704,0.15567902,1.0620583,1.1437504,1.9555242,3.255969,-0.5271095,1.6779636,1.1973531,1.8075995,1.5006349,1.0958786,0.4205587,0.3695385,2.061733,1.3726097,1.034002,1.2894573,-0.42001808,0.09492581,1.9452572,2.2127898,-0.044446126,1.7770324,-1.4578143,1.8362087,1.6092913,1.6312933,2.3528671,1.6178404,0.9876377,1.3492123,0.20493619,0.5754223,3.7220118,2.7995207,2.7034256,1.7906651,0.30044863,0.91894263,0.960307,1.1368842,3.0524232,0.42617047,1.914608,0.16137281,1.8118488,2.0369146,2.1193957,1.7583215,2.257194,0.046839382,1.1369735,-0.24620841,0.039932072,2.4568326,0.34252432,0.37423366,0.7960623,0.24792585,0.945236,1.8845787,2.150317,-0.10631601,-0.2843205,0.885579,0.70646584,2.7743094,-0.5620183,1.7391669,0.9937926,0.65020186,-0.024441257,1.6362371,0.06717281,2.2825022,1.7202158,0.17133828,-2.2702155,2.0591583,1.9575472,0.037423104,-0.5596654,-1.8098624,0.43733016,0.2794176,1.658644,2.3428814,1.8611984,0.08381376,0.24579996,1.7536764,1.0084037,-0.12113528,0.26501733,2.8563507,1.8781539,1.5081724,-2.3410447,-1.593654,2.2593763,1.3471825,0.7625349,1.5808225,0.95756465,-0.116733015,2.5399528,-1.7312955,2.396464,1.0044034,2.4399865,2.49013,2.1949458,2.7788584,1.0985422,4.8662086,2.1152794,1.7159357,1.6190096,1.2712995
3.1236398,0.43015778,2.5084195,1.2438476,1.4640253,1.4310118,-0.9718768,-0.480429,1.8885394,1.024993,2.9977505,-1.2016188,0.5936317,2.7070258,1.6735802,-0.5143495,4.832066,-0.26368353,0.8865545,3.3511937,1.6818143,0.68818986,1.1547309,-1.0358024,2.3215597,1.9512901,0.11477451,3.231174,-0.9217943,-0.29533684,3.7617493,1.4520602,0.6114543,4.010412,2.0131567,-0.19200447,0.28908962,-0.5906887,3.3322618,1.4719,1.8689803,2.4213867,2.1833026,2.2012248,2.8157852,0.6318267,1.94326,2.5966475,1.842422,1.7905402,0.8630219,1.203452,2.1838896,1.573138,0.24417287,0.87012064,-0.9937435,-0.40988207,1.7496595,1.2891021,1.9714996,0.05323479,-1.201157,-1.4068899,3.042077,0.25839794,-0.044282794,1.0713248,2.7754667,1.5771518,0.08154851,-1.1999916,1.4895619,0.14547682,-0.19345802,1.7806947,1.9824439,0.45665216,-0.66016537,-0.39096534,3.7682133,1.5901961,0.010439858,0.09995147,0.73319525,-1.188031,0.22242945,-0.40053272,0.58725065,1.9862589,4.229771,3.7828786,-0.10517725,2.779219,-1.3554239,0.16436705,0.8133799,2.4781332,0.43007797,-1.4235368,-0.18460958,-0.31998104,1.0792935,0.7160267,0.42656305,1.0695043,1.4541324,1.7670304,0.5798322,-0.07506661,2.6288152,0.83285934,0.84022546,1.3089658,1.4650599,0.4264251,0.46435007,3.5177724,2.3110704,3.5235345,1.3275188,1.7558331,2.483938,2.139029,-0.2491119
1.2177622,1.4297732,1.0741316,-0.1370831,3.1146636,1.3161645,-1.0940846,1.9756846,2.14733,1.4246511,2.057399,-1.4227474,1.234037,1.0068866,1.3779583,0.9083714,2.477406,0.9887782,1.3645487,2.9938707,0.7587935,1.9440504,0.74482393,-0.051671997,0.8359161,-0.20062831,2.0401363,1.3338404,0.9953816,-1.0446043,0.85570467,1.3794209,1.4774243,1.5699004,1.1750858,0.5360445,0.8114613,0.79764867,1.0842748,1.4162703,1.7718048,1.5301372,1.439152,1.1409683,2.4019582,1.5665013,1.310925,1.1505289,1.8978157,1.7707624,1.6188908,1.783718,0.77037156,1.1562448,1.7155918,0.89487654,0.19589674,1.2346191,0.51469576,1.0139582,1.305721,1.4523716,0.36584055,0.2821926,1.9382129,0.94540006,0.9488829,1.1609774,1.1546253,0.9620665,2.1985445,1.3804948,-0.045041203,0.44533807,0.9107769,0.69457215,1.4263687,1.5418223,-1.4418522,1.2847193,0.81588703,0.57710457,2.1288762,-0.9159577,1.6618481,1.1301564,1.7628304,-0.19867145,-0.7079216,0.17283899,0.5526166,1.238791,2.5707483,2.3672733,0.6142893,1.1493609,0.9829948,1.6595932,1.8449087,0.85122854,1.4917173,1.272978,1.2917192,-0.53910226,0.26194578,1.3678184,1.974359,2.4838214,3.640667,2.4598596,-0.26151082,1.0696017,-0.6495364,0.6041405,1.787738,2.019972,2.192656,2.1127615,1.653107,0.9455124,0.72329164,1.1172332,1.5366817,0.7918143,0.4408161
1.1677016,1.6620557,-0.3718872,0.65476435,1.0190352,2.11861,0.095224924,1.8968856,0.74211407,1.9579942,1.2919984,-1.2870167,0.39347556,2.673505,0.64304435,0.9849083,1.4780768,3.1987925,-0.19154422,2.3042135,2.334723,2.2621565,0.8502027,-3.4627073,0.04271312,0.18280461,0.39414942,1.3075459,0.23329102,-0.6614468,0.94093,3.1831164,1.5845625,2.2371411,2.6938174,2.367544,-0.050575733,1.3436173,3.420294,1.0574493,1.3154353,3.1894906,2.5043178,0.71652097,0.96505296,1.6868405,-0.18355945,2.1455185,2.7518244,2.52059,1.3398292,1.9111729,1.8067063,1.3377632,0.8430445,1.4012667,-0.1373083,-1.034655,-0.021116378,0.6139421,0.40053058,1.2660638,0.9540981,0.21625191,-0.59299445,0.2951275,1.9328284,1.4583936,1.256864,3.741322,1.6699864,1.0711505,1.7762038,-0.08918307,1.8915714,2.666796,2.6667361,1.9968754,2.2275872,0.15579991,0.95351714,0.8920243,1.2306879,-1.1223084,1.7397182,0.39058724,0.9892328,-0.184668,-1.1607085,-1.7026899,2.4390278,-0.3161941,2.3853812,0.9197247,-0.8787989,3.617851,1.0545222,0.76438683,0.9097507,-0.96739435,-0.585151,1.4862878,0.6511495,-0.6586414,-0.67438954,2.8903494,2.9694283,1.8227599,1.4319706,2.2811203,-0.53033864,1.7441363,-1.0852715,2.729986,0.7102869,1.7969055,2.3347704,1.2322906,1.617202,1.8039738,3.004178,1.7353628,2.8670554,1.5919138,1.2709821
1.0262111,1.8547329,1.476029,1.1364731,1.0047071,1.6237156,-0.39594632,1.0899311,1.7259629,1.0693643,1.3050325,-0.5827575,1.227242,3.4680471,0.92700344,0.9174703,2.7142735,-0.09956374,0.57527727,1.3658677,1.7039436,1.2467531,1.2757181,0.5572469,1.479415,0.8442957,2.1017418,1.1018713,1.5656058,-0.49799073,3.099199,1.1317117,0.45624125,1.1267707,0.95966256,1.2818034,1.7015026,1.0528032,0.80616677,1.1130267,1.4363066,1.779502,0.4158927,0.785335,1.8887702,0.017274287,1.6894007,0.97551584,1.208317,2.1497827,0.8213851,1.947271,0.7736551,1.3717057,2.3275466,0.5825973,-1.1091015,1.0972896,1.7701205,0.5775277,1.1007781,0.70224094,0.10079948,2.1812048,2.0897198,0.46184915,1.1229662,1.2181015,1.4996868,0.68739855,-0.004761547,1.470943,0.31530482,0.2554548,1.6988502,0.8218259,1.8815167,2.0394974,-0.38295949,1.3351494,0.9356357,1.1389675,1.2266246,-0.3229411,0.47285086,2.3089821,0.7520577,0.37474838,-0.6653998,1.5424316,-0.17085989,2.9591334,1.3277285,1.2754682,-0.9249386,1.220919,0.6229256,0.3132959,1.4974816,0.24344279,1.0395042,1.1570328,1.4137031,-0.2969523,-0.042020198,0.8347362,2.156639,1.0174111,2.810442,1.1964406,1.6267933,0.17758566,-0.07920392,1.2840583,1.4625161,0.37418982,0.6726954,3.515995,1.8499662,0.44872454,-0.280572,1.9402881,1.2904997,0.9004019,0.8464749
0.31633264,3.3840384,-0.008994743,-0.5100568,1.3734947,0.85389894,-1.0827922,1.9067783,-0.63401765,0.6590208,2.487164,-0.092723615,1.7364973,1.907247,2.4974887,1.4684838,2.104206,3.0579228,1.1612794,0.40199685,1.3028631,1.4198549,1.5149242,-2.7202678,1.9410825,0.7245196,1.981958,0.086681,1.2981266,-1.0085344,0.09938482,1.2778697,2.8269053,0.7721613,1.2164667,0.80855864,2.5067806,0.8254043,2.3566964,1.1692493,-0.49846148,1.520153,2.9566667,2.8064344,2.4900699,1.8443155,1.5086007,1.4989915,0.05571069,0.3912326,0.61478806,0.17511612,2.3765771,1.5908539,1.2346982,2.9119325,0.7383808,1.2584103,-0.16233526,1.7885145,-0.13765123,-0.39302608,0.74898875,1.3647511,1.3051678,1.3338383,1.7606509,1.5544138,0.7749587,1.4261863,1.931882,2.114425,1.2603501,0.43266305,2.049196,0.3103779,1.6950438,1.7142138,-1.0797036,1.1298908,0.9090495,1.1015074,-0.19407812,-1.3218207,1.7846143,1.8831364,0.39211935,1.0345638,-2.0145652,1.0429319,0.004152056,3.8726768,3.6644354,0.97280645,0.052429102,2.3375099,3.0831985,3.42161,-0.16999917,-1.0638165,3.575992,1.304427,2.4029171,-0.6342378,-0.45574722,1.8592682,1.165017,1.3448073,3.8654594,2.1366618,0.84498847,1.0439833,-1.348098,1.7775158,1.0451217,1.3437454,0.4167673,0.50043917,1.5847363,0.7647346,2.90668,0.6618294,0.6633219,1.8693156,2.221343
0.7762312,2.4170954,1.7575846,0.5986849,1.9379627,1.4751828,0.40987694,-0.036932558,0.26996946,1.383533,1.0301658,-0.47048092,1.4423479,2.2856948,2.0656803,1.7897176,1.3522873,0.22331244,2.3904192,0.70339465,2.6394508,-0.45342276,2.311097,-1.6482018,1.7656196,1.1413598,1.386449,2.618573,-0.11580652,-3.1200678,2.0243988,1.440638,1.2958821,3.9970648,2.4068766,1.7906481,1.9653071,1.5929527,1.0760044,1.6210036,2.0488935,2.96841,1.8145566,2.3444552,0.15969038,2.7191768,1.4897287,0.8402082,1.0911334,1.1644632,1.0029902,0.8464494,2.3085513,0.9415568,1.5935696,1.5339391,-0.6811639,0.53936416,0.30502793,0.99148786,0.09461901,0.33771124,-1.1633313,-0.4383832,2.1640284,1.7444533,1.6821641,2.0794249,1.3174738,1.6840835,2.3373165,-0.4181569,0.9975655,-0.15616038,0.9987689,1.5182285,4.3465834,1.3272517,1.9665347,0.24309689,2.1370773,0.8016155,0.4789706,-0.6759929,0.030301414,1.3570652,-0.18063895,0.12975006,-0.57464975,0.49457017,2.8764703,2.7798066,0.69589734,1.8188326,-1.1226859,2.0582733,1.8466846,1.5295273,0.60087055,-0.41089755,0.9653311,0.4804495,1.5787187,-0.779718,-1.5315037,2.592097,1.0031404,2.808452,0.46014696,-0.20232132,2.292613,1.7031846,-1.1490262,1.6462549,1.7314794,0.4538324,2.6838644,2.3021574,1.365588,1.9037296,1.7256519,-0.18955363,2.2550194,1.7974439,0.555294
1.4048665,2.502385,0.23526935,-0.5010491,3.031632,2.0925431,-1.1291443,1.3702712,3.8692558,2.2814739,1.7094109,-1.068355,0.8662609,1.9675766,3.4618797,0.7233475,3.1839612,1.763386,0.13906914,1.2733989,2.708726,3.6329355,0.12237125,-0.14948213,1.022782,0.27274087,1.6056705,0.3998075,0.5500458,-1.2812577,2.7716477,1.21773,1.870499,3.4187179,1.5454315,1.1642319,1.1165853,0.58949757,1.0385845,0.3457097,1.1312351,0.9347463,2.5299776,0.15191978,1.6170092,0.37453872,-2.018573,1.3364955,1.8471444,2.3534112,0.36308843,0.858708,1.293361,1.0447023,0.9182789,0.29147828,-0.044569004,1.4356322,1.7087867,-0.035631217,0.7295802,1.9306427,1.0332942,1.3476809,1.0813977,0.47846752,1.8057326,2.703232,1.3856759,2.5937474,2.0877326,0.20130944,-0.20027652,0.6585594,0.6337391,0.6345561,-0.09946377,1.7232476,1.9755464,-0.38110268,0.33832133,1.1661602,1.5631454,-0.9746069,1.6535554,0.7292897,1.2548337,0.5553891,-1.4788585,-1.8510447,0.40839535,-0.4014942,1.2077324,0.43460175,-0.4899176,2.1013231,1.2112498,1.7574325,0.59032714,0.34202188,0.7762096,0.4542359,1.1221489,-0.6739363,0.50731695,-0.06439499,2.630372,1.330874,4.564488,2.202072,-1.2182443,0.94868106,-0.5598725,2.561661,0.9235703,2.2562904,3.8768911,3.2567863,1.7061013,0.6276983,1.0220174,1.4900723,1.0317937,1.6560107,1.2965286
0.21799277,1.7537262,0.72156405,0.5407368,3.312782,1.4627336,-1.5979862,1.7817287,1.4341547,1.270544,3.6676137,-1.6567402,0.64427865,2.226331,0.8648063,-0.37674117,0.974226,0.8537221,1.362413,0.53486246,1.2775697,2.7683938,1.3837445,-0.4473888,2.6939123,2.055868,-0.22253473,1.2307422,1.0902063,-0.39210308,1.7529061,-1.407943,0.6627888,5.4409328,2.7070293,1.5267476,-0.11515416,0.6982318,3.0274236,1.1689408,4.0554233,2.2889996,1.7494575,1.6933274,-0.26853243,1.328611,-1.8214623,0.68704057,3.2110407,2.6371155,0.3896292,1.2508751,-0.7729814,2.256371,-0.08330765,1.2834061,-1.1989374,0.83052605,0.68076485,-0.25750458,0.03341858,-0.251719,1.4779657,1.9628165,0.5082671,1.3389472,-0.18121828,4.180106,0.59564346,0.32812828,1.250596,1.6016637,3.8436198,-1.0061767,1.0371062,1.1837708,1.3002114,-0.6276736,-2.163249,-1.0179361,2.9880579,0.7112192,1.8895004,-1.1811875,-0.68497735,1.9564965,1.516643,1.77057,-0.9447754,-0.7174379,2.3315248,2.351222,0.4684183,-0.18413505,-0.6025895,-0.65116197,1.1779813,2.4039028,-0.5368618,0.7434386,-0.13067718,0.9414656,0.5505794,-0.41912717,-1.0556755,1.716151,3.0380418,-0.19212417,2.802525,1.7372556,-1.0327461,2.783149,-0.8891326,4.7708344,2.2494566,0.7534625,2.364509,2.9548464,1.2745676,1.8414956,1.7467202,0.66025215,1.6391217,1.3103915,2.905564
1.1986026,2.6399643,1.9891326,0.948693,0.17394641,1.6019368,0.35238385,2.0929654,0.96026134,1.5168948,1.4365004,-1.062139,1.0137386,1.4182571,0.41032696,1.0810362,1.8865203,1.7835052,0.5078262,1.8064345,0.83948493,1.579715,1.5893515,-0.90454274,-0.15397394,0.59184873,2.0188012,0.7735975,1.2319229,-0.483642,0.79584813,2.7814102,2.2881632,0.85527444,1.3582442,1.5218395,0.98294437,0.75675356,1.2042301,1.8587468,0.42900306,2.370887,1.8656381,0.18476048,0.9637789,0.8423646,1.5290414,2.8955212,0.733593,1.712613,1.4804112,2.066463,1.749549,1.7158332,1.7521894,1.6018627,0.23445477,-0.5141138,0.3515412,0.76340216,1.7533607,0.4129653,0.9529189,1.4659686,-0.014750265,0.5919473,2.17666,0.7976107,0.6035031,2.7884648,0.7962694,2.5250156,0.84474975,0.04890289,2.3315892,1.6500686,1.5391583,1.8875328,0.16106291,1.1436042,0.3701635,1.9266751,1.0095285,-1.4236273,1.4402828,2.1797721,1.4776688,-1.0357498,-1.5829998,0.6541003,0.083070636,0.7293989,3.0772467,0.9329952,-0.5636059,2.7734034,1.0993081,0.9070134,0.5707814,0.71195847,1.1804317,2.3971493,1.3305867,-0.2529837,-0.7045981,2.813825,1.9541113,1.4404529,1.017638,2.0543067,-0.43823773,1.2957462,-1.4863243,1.4729832,2.131511,1.4694018,1.7680596,2.1603646,1.439204,1.2014471,2.1400726,1.9577019,2.3846521,0.9103159,1.4104706
