0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
-1.6115968972302983,-0.8704296122356509,0.3987259990682116,-0.015295722543159758,0.1828728565404954,0.061114387985340045,0.08272144567956317,0.18029911302841678,-0.3337021581336034,-0.05608831281889411,0.13209620393223373,-0.05834872141456961,0.06613703762331019,-0.10492741924220164,-0.16336454946128065,-0.1696513729389466,0.05586079768719238,0.029264158400052854,0.09329471542532022,-0.014116346645665512,0.01780712632243429,-0.093208103694506,0.1321937992794582,0.07586181524759945,-0.15732265350608693,-0.04241400873795835,-0.02809470971583792
0.04084499884311316,0.4597844599920889,0.0032175721788696853,1.1122590139900763,-0.13429353410297465,-0.13803998405186935,0.186890710336002,0.15815731029096833,-0.017787041855617094,-0.11564963345941749,-0.035568543008386466,0.2835240588887657,-0.07534859170940938,-0.13816499496025172,0.1254335448274768,0.09606574732509868,-0.1957287897513371,0.2005466713554515,0.039136358670798996,-0.07574504671204024,0.008672646824721068,0.11688009707343305,-0.07539861712996421,0.053217803120084034,-0.0918438478359967,0.06162257914666047,-0.009998519974958077
-2.863390480118907,-0.14381771884516198,0.09818412123990067,-0.16283816203708223,-0.24288799460212684,-0.3092338049590913,-0.02671810150858251,-0.1450419956654597,0.18145247104791215,-0.01401451148747913,-0.11721950779987958,0.018071773696034896,-0.2159659495741776,-0.018719277960063372,0.1495329843020741,-0.06526874475236459,0.025896489861473193,0.15834920485507614,-0.03268920643858173,-0.07991978265266103,0.004122849669257097,-0.04017738580796283,0.0394754103015522,0.06735414416889647,0.014834852913959933,0.007368308108790681,0.08764987995406401
-1.9172804317911107,1.7278051362261173,0.071168216070526,0.22659263287499984,0.18042095772733932,0.13636089825687892,0.2960316054200819,0.023250969933338486,0.0906533573532911,-0.04346213111579867,-0.046832751950519426,-0.1419651727569374,0.08613559071922842,0.05031153860903033,0.05202976714020208,-0.20461361005752016,-0.03985017302087106,-0.06036133963199127,0.021122979992987553,0.07596436482599737,-0.022866261985632626,-0.0060641419230516936,0.021118436251958733,-0.15031617139518316,-0.002147841684696305,0.03616030777298609,0.07082884495424796
-3.6094586059167466,-0.28266465200644986,-0.4250693956925208,-0.23359362077746132,-0.06652581132203479,-0.0518142085052425,0.09982979196552409,-0.13089588202285016,-0.13078072078443748,0.026117483332385318,-0.0382251032280123,-0.1004152319667112,-0.012323639449462213,0.012391723549212807,-0.060799262349114445,-0.13910410734835074,0.036627017418647524,-0.03532815950929642,0.016411016001302427,0.033062835964461926,0.10098528487353732,-0.069174471014018,-0.07492967671104404,-0.012517516642128775,-0.07026310164794594,0.023017180120402575,0.03546281990332448
-0.9879551054017695,0.5429168661731112,0.15434546655119005,0.8497516834263205,-0.40037780931612316,0.3197352559345519,0.1624391717716951,-0.13655350828481838,0.1527435292140534,-0.012248552857981085,-0.07699422008714314,0.10191072131100418,-0.22630825350982983,-0.09291506198181741,-0.03613423027851874,0.10610400054845202,-0.12179789761880161,0.04625616072713791,0.05140280339943717,-0.06105852098580253,0.12299954055859225,-0.0653856714048108,0.045555796991130715,-0.08209861056015323,0.001070337205617957,0.08036255605946772,-0.07524809354115186
-2.4052924561126474,-0.6933994246954052,0.16483395312629895,0.16859062513808615,-0.37553743505023174,-0.0716471153751665,-0.059966420984249376,0.030251780545414986,0.06094326847185518,0.33199373612621835,0.10409709814756782,-0.012572807281280596,-0.15849213713678084,0.11457039456321766,-0.08247113588950442,0.016338779504681572,-0.015289066763607775,-0.12338227374757489,0.1360277319110264,-0.05230299506361139,0.05713503261768469,0.09216206911956343,0.019132766622109536,0.017471801628841096,-0.056880021675925076,-0.007088227032677375,-0.006738459717725875
-0.6761080058978038,-1.2216052706388616,0.12104537922574682,-0.09582649876784395,0.5123212007426214,0.2394464496482157,-0.046056431269899174,0.11508530126799667,0.1801106388255612,0.0538101389028709,0.09679299038197148,0.08014456873545397,-0.23679563109071888,-0.15728848292567738,0.17212442077256473,-0.14772772402599457,0.09202998689039346,-0.11138296930271002,-0.022459943976849576,0.06849563171476356,-0.008514190700343689,0.008701279985415013,-0.02068425210559281,-0.014711798804360915,0.05498449445587785,-0.022889894216935113,-0.007292666900443776
-2.7656978741209053,-0.5430732066099703,-0.20265942305800244,0.06460202123198275,-0.2537693427036093,0.030325202456135156,-0.03325884754607394,-0.11733710751892029,0.1498642901663073,-0.27419764045275274,0.08435198416957278,0.015143258546774962,0.0682104316035428,-0.14893854695407002,-0.12315979832108308,0.07495907440555523,-0.043983771030233355,-0.1014298658267887,0.14420099596171926,-0.038072713065320896,-0.008590145228145751,0.032218282802235466,0.041379182213731686,0.03098645756965838,0.0811001806001017,0.11065631213634228,-0.10220101514410054
-0.308860838574923,0.9644732518978403,-0.14383704784077164,0.8094454222619317,-0.07233854104722441,0.18096464388321784,0.4498259908015994,-0.1763217049685082,-0.008495254376659434,0.11619125511984343,0.009171092027998014,-0.11052521371195255,-0.19611322876589743,0.005132541325096218,-0.024780084337383542,0.07538446864303777,-0.059636243889626926,0.07184714756434962,-0.1620746572048509,0.00516516660431527,0.02316261888447371,-0.06160619264336611,-0.055051037822315727,-0.08968220794278992,0.0004862140292182892,-0.07064002586451797,-0.10495904011526502
1.8194151442296604,0.08783519958088785,1.2945776331006797,0.667168578871323,0.21601302465857647,0.4184576219849483,0.17422090805419846,-0.0011455485888168292,0.18266172366720995,0.09707439115273364,-0.08720921816786158,-0.03681851743123505,-0.22150460174981698,0.008603135783728833,-0.055133942136310767,0.027685827896076938,0.08748227588576747,-0.03405284239970927,-0.06291109054103333,0.03718537609801293,-0.004258945600824369,0.09471699871201511,0.0728023528575484,-0.1339573464761083,-0.0062737514399248285,0.008412217748242962,0.09424537007366833
